,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,PlayScore,GameScore,CriticScore,GlobalSellers,TopSellers,TopRated,Critc_Count
615,538,3,2016,10,27,0.19,0.08,0.0,0.06,0.33,41,26,5.8,67,102,1,7.98,8.16,7.8,2,0,0,22
616,521,2,2009,10,27,0.31,0.0,0.0,0.03,0.33,38,17,7.8,6,101,0,7.54,7.74,7.33,2,0,0,13
617,714,2,2013,8,16,0.05,0.18,0.03,0.07,0.33,15,15,6.0,82,67,2,6.81,8.16,5.46,2,0,0,11
618,202,0,2015,2,55,0.12,0.03,0.16,0.02,0.33,24,32,6.6,32,18,3,7.39,8.68,6.1,2,0,0,28
619,473,1,2012,0,27,0.14,0.15,0.0,0.04,0.33,18,30,5.4,599,87,2,6.43,7.03,5.83,2,0,0,26
620,74,2,2012,0,68,0.09,0.07,0.14,0.03,0.33,35,33,8.2,179,322,2,8.16,8.69,7.63,2,0,0,29
621,831,1,2008,7,10,0.32,0.01,0.0,0.0,0.32,49,30,8.5,1660,58,2,8.47,8.78,8.17,2,0,1,26
622,345,0,2015,3,68,0.16,0.04,0.1,0.02,0.32,43,32,8.5,71,322,1,8.52,9.45,7.58,2,0,0,28
623,162,1,2011,8,27,0.13,0.15,0.0,0.04,0.32,50,28,8.3,974,408,2,8.78,9.25,8.3,2,0,1,24
624,625,2,2013,0,15,0.1,0.17,0.0,0.06,0.32,35,37,7.4,424,86,2,7.93,8.55,7.3,2,0,0,33
625,160,2,2011,0,15,0.11,0.08,0.1,0.03,0.32,35,31,7.1,35,63,2,8.02,9.06,6.99,2,0,0,27
626,51,1,2009,0,26,0.0,0.28,0.0,0.05,0.32,54,29,8.7,1736,307,3,9.0,9.38,8.63,2,0,1,25
627,572,2,2011,8,17,0.06,0.14,0.07,0.05,0.32,30,36,6.3,18,70,2,7.33,7.61,7.05,2,0,0,32
628,298,2,2007,7,70,0.2,0.04,0.05,0.03,0.32,38,55,8.2,145,152,3,7.57,7.65,7.49,2,0,0,51
629,502,3,2014,0,76,0.09,0.16,0.02,0.05,0.32,22,60,6.9,310,13,2,7.15,8.15,6.16,2,0,0,56
630,789,2,2012,8,81,0.14,0.13,0.0,0.05,0.32,42,28,7.6,127,93,2,8.02,8.16,7.88,2,0,0,24
631,271,1,2011,7,50,0.1,0.17,0.0,0.05,0.32,38,39,5.4,555,211,2,7.13,6.7,7.56,2,0,0,35
632,654,2,2011,10,2,0.0,0.24,0.0,0.07,0.32,13,12,5.6,7,166,0,6.64,7.38,5.9,2,0,0,8
633,260,2,2012,6,17,0.06,0.19,0.0,0.06,0.32,24,27,5.6,34,70,0,7.63,8.29,6.96,2,0,0,23
634,575,2,2009,0,17,0.11,0.15,0.0,0.06,0.32,35,42,7.6,24,386,3,7.52,7.71,7.33,2,0,0,38
635,426,2,2007,10,70,0.29,0.0,0.0,0.02,0.31,40,30,7.5,17,315,0,7.84,7.92,7.76,2,0,0,26
636,54,1,2013,0,95,0.13,0.16,0.0,0.02,0.31,37,17,7.5,1170,190,3,7.77,8.44,7.11,2,0,0,13
637,207,2,2013,7,76,0.1,0.0,0.19,0.02,0.31,24,33,7.7,237,11,2,7.27,8.43,6.12,2,0,0,29
638,102,0,2011,5,76,0.08,0.15,0.06,0.03,0.31,12,30,4.8,13,20,0,6.47,7.78,5.15,2,0,0,26
639,816,1,2010,11,88,0.0,0.27,0.0,0.05,0.31,42,33,5.2,213,49,1,6.96,6.43,7.48,2,0,0,29
640,877,3,2015,9,40,0.06,0.16,0.06,0.04,0.31,39,17,7.1,110,167,3,7.81,8.22,7.39,2,0,0,13
641,707,3,2015,0,3,0.17,0.08,0.0,0.05,0.31,44,51,3.3,29,405,1,8.09,8.35,7.82,2,0,0,47
642,455,2,2008,10,12,0.28,0.0,0.0,0.03,0.31,30,23,5.6,8,204,0,7.1,7.42,6.79,2,0,0,19
643,200,2,2014,2,55,0.1,0.1,0.06,0.04,0.31,17,32,5.3,103,24,3,6.86,8.18,5.55,2,0,0,28
644,81,2,2013,2,7,0.14,0.0,0.14,0.03,0.3,46,16,8.3,64,18,3,8.6,9.19,8.01,2,0,0,12
645,389,1,2012,7,27,0.14,0.13,0.0,0.03,0.3,44,25,6.6,1097,40,2,8.29,8.72,7.86,2,0,0,21
646,459,0,2016,3,56,0.08,0.13,0.08,0.02,0.3,31,37,6.8,16,251,0,7.76,8.76,6.77,2,0,0,33
647,56,3,2016,0,95,0.25,0.0,0.0,0.06,0.3,38,59,7.3,89,307,2,7.82,8.39,7.24,2,0,0,55
648,800,2,2011,2,66,0.17,0.06,0.04,0.03,0.3,40,26,8.2,76,317,3,8.16,8.31,8.02,2,0,0,22
649,751,2,2007,8,51,0.24,0.02,0.0,0.03,0.3,40,22,7.9,48,229,2,7.43,7.31,7.55,2,0,0,18
650,296,2,2012,2,83,0.0,0.0,0.3,0.0,0.3,12,19,7.0,19,198,2,7.24,8.66,5.82,2,0,0,15
651,721,2,2012,0,70,0.14,0.11,0.0,0.05,0.29,33,52,7.3,57,374,1,7.36,8.04,6.68,2,0,0,48
652,820,1,2004,9,27,0.02,0.24,0.0,0.04,0.29,53,61,8.8,676,221,3,8.24,8.32,8.15,2,0,1,57
653,305,2,2010,8,76,0.09,0.06,0.11,0.03,0.29,21,42,6.0,30,98,3,6.45,6.74,6.15,2,0,0,38
654,166,3,2015,0,3,0.14,0.11,0.0,0.05,0.29,23,11,5.7,68,174,2,7.68,9.01,6.34,2,0,0,7
655,908,2,2009,8,95,0.14,0.1,0.01,0.04,0.29,24,56,7.1,25,148,2,6.95,7.18,6.71,2,0,0,52
656,90,1,2014,8,81,0.11,0.15,0.0,0.02,0.29,38,55,6.2,703,3,2,7.86,8.28,7.44,2,0,0,51
657,745,2,2012,0,70,0.18,0.05,0.03,0.03,0.29,40,71,7.8,188,210,3,7.94,8.16,7.72,2,0,0,67
658,269,0,2012,0,27,0.06,0.2,0.0,0.03,0.29,31,4,3.7,16,120,0,6.79,6.89,6.69,2,0,0,0
659,717,0,2014,0,68,0.17,0.09,0.0,0.03,0.29,10,21,6.3,160,320,0,7.04,8.69,5.39,2,0,0,17
660,21,2,2013,11,3,0.1,0.14,0.0,0.05,0.29,12,6,3.6,23,132,0,7.47,8.68,6.25,2,0,0,2
661,184,3,2015,7,57,0.11,0.08,0.06,0.04,0.29,43,43,8.1,173,254,3,8.64,9.36,7.93,2,0,0,39
662,927,1,2011,8,94,0.0,0.23,0.0,0.05,0.29,43,38,3.7,1466,416,3,7.7,7.58,7.82,2,0,0,34
663,451,2,2010,1,55,0.09,0.13,0.01,0.05,0.29,35,49,7.9,35,151,3,7.55,7.78,7.32,2,0,0,45
664,262,1,2014,10,27,0.0,0.27,0.0,0.02,0.28,45,9,4.2,383,110,0,7.3,6.96,7.65,2,0,0,5
665,165,2,2010,8,55,0.1,0.12,0.02,0.05,0.28,23,44,5.9,27,410,2,7.12,7.69,6.55,2,0,0,40
666,236,2,2011,0,37,0.11,0.06,0.08,0.03,0.28,41,46,7.5,40,178,3,7.5,7.35,7.65,2,0,0,42
667,475,2,2011,0,70,0.13,0.11,0.0,0.04,0.28,24,41,6.5,17,425,1,6.96,7.78,6.14,2,0,0,37
668,34,2,2013,8,27,0.11,0.11,0.01,0.05,0.28,21,27,6.7,100,408,2,7.45,8.96,5.95,2,0,0,23
669,339,2,2009,3,3,0.14,0.09,0.0,0.04,0.27,22,33,4.7,9,243,3,7.2,7.92,6.47,2,0,0,29
670,699,2,2008,0,70,0.0,0.17,0.09,0.01,0.27,41,42,8.1,87,311,2,8.21,8.73,7.7,2,0,0,38
671,793,1,2014,0,12,0.1,0.16,0.0,0.02,0.27,31,18,5.9,721,361,2,7.7,8.16,7.24,2,0,0,14
672,55,0,2013,0,95,0.16,0.09,0.0,0.02,0.27,31,7,6.8,38,22,3,7.82,8.75,6.9,2,0,0,3
673,681,2,2011,0,27,0.11,0.09,0.04,0.03,0.27,40,56,8.1,124,159,2,7.75,7.95,7.55,2,0,0,52
674,876,1,2011,11,40,0.1,0.13,0.0,0.04,0.27,41,46,7.7,359,167,3,8.4,8.99,7.81,2,0,0,42
675,280,2,2012,0,3,0.12,0.1,0.0,0.04,0.26,4,9,6.4,31,172,2,6.61,7.87,5.35,2,0,0,5
676,770,3,2015,4,70,0.09,0.13,0.0,0.04,0.26,44,70,8.1,188,222,0,8.43,8.62,8.24,2,0,0,66
677,798,2,2008,0,68,0.22,0.02,0.0,0.02,0.26,18,26,6.8,20,115,3,6.8,7.5,6.09,2,0,0,22
678,779,2,2011,0,88,0.06,0.15,0.0,0.05,0.26,22,27,5.7,13,391,1,7.08,7.87,6.29,2,0,0,23
679,247,0,2013,7,11,0.1,0.01,0.14,0.01,0.26,43,41,8.2,89,30,3,8.33,8.69,7.96,2,0,0,37
680,728,2,2008,0,3,0.2,0.04,0.0,0.02,0.26,30,44,7.9,34,381,3,7.39,7.98,6.81,2,0,0,40
681,47,2,2012,7,83,0.06,0.04,0.14,0.02,0.26,33,17,6.6,120,163,3,7.63,8.36,6.89,2,0,0,13
682,59,3,2016,8,81,0.12,0.08,0.02,0.04,0.26,31,55,6.8,402,156,3,7.85,8.54,7.16,2,0,0,51
683,845,2,2012,0,70,0.0,0.0,0.26,0.0,0.26,37,60,8.4,89,76,3,8.32,9.23,7.4,2,0,0,56
684,607,2,2013,4,72,0.11,0.08,0.02,0.04,0.26,43,75,8.5,236,311,1,8.85,9.3,8.4,2,0,0,71
685,854,2,2007,0,88,0.2,0.03,0.0,0.03,0.26,41,17,6.5,41,399,2,7.97,8.22,7.71,2,0,0,13
686,790,1,2006,7,81,0.01,0.2,0.0,0.04,0.25,57,54,8.1,2454,39,2,8.98,9.34,8.62,2,0,1,50
687,504,2,2008,6,27,0.22,0.01,0.0,0.02,0.25,28,22,7.5,10,106,0,7.23,7.39,7.06,2,0,0,18
688,529,2,2007,0,27,0.16,0.06,0.0,0.03,0.25,49,23,6.9,23,101,1,7.87,7.77,7.97,2,0,1,19
689,807,0,2015,7,31,0.12,0.01,0.1,0.02,0.25,30,31,7.1,54,145,1,7.23,7.83,6.64,2,0,0,27
690,589,3,2016,3,70,0.06,0.14,0.02,0.04,0.25,22,48,7.1,73,334,2,7.14,8.61,5.68,2,0,0,44
691,361,2,2011,0,12,0.12,0.08,0.02,0.03,0.25,20,34,6.2,70,180,2,6.74,7.16,6.32,2,0,0,30
692,782,2,2013,8,81,0.08,0.13,0.0,0.04,0.25,32,22,6.7,79,5,2,7.3,7.89,6.7,2,0,0,18
693,395,1,2011,1,81,0.08,0.13,0.0,0.03,0.25,46,28,7.9,903,302,2,8.07,7.83,8.31,2,0,0,24
694,784,2,2009,8,93,0.12,0.09,0.0,0.04,0.25,43,45,7.7,40,347,2,7.68,7.81,7.54,2,0,0,41
695,691,1,2016,11,81,0.09,0.13,0.0,0.02,0.25,51,81,7.3,684,136,1,8.47,8.09,8.84,2,0,1,77
696,763,3,2015,7,55,0.1,0.11,0.0,0.04,0.25,26,32,6.3,60,35,3,7.77,9.13,6.41,2,0,0,28
697,354,1,2012,0,76,0.03,0.17,0.0,0.04,0.24,42,26,7.0,1327,189,2,8.43,8.91,7.96,2,0,0,22
698,749,0,2015,7,11,0.16,0.01,0.05,0.02,0.24,42,32,8.7,82,179,3,8.51,9.43,7.58,2,0,0,28
699,570,3,2014,0,57,0.14,0.03,0.04,0.04,0.24,20,40,6.5,72,360,2,7.33,8.84,5.81,2,0,0,36
700,705,0,2013,4,3,0.1,0.12,0.0,0.02,0.24,31,12,6.4,13,430,1,7.75,8.68,6.82,2,0,0,8
701,671,3,2014,0,83,0.08,0.07,0.06,0.03,0.24,39,31,8.1,74,262,3,8.26,8.93,7.59,2,0,0,27
702,8,0,2011,9,55,0.1,0.06,0.08,0.01,0.24,34,37,7.8,26,279,3,7.87,8.72,7.03,2,0,0,33
703,356,1,2011,8,80,0.11,0.1,0.0,0.03,0.24,33,36,5.5,531,93,2,6.47,6.15,6.78,2,0,0,32
704,307,2,2009,6,17,0.08,0.11,0.0,0.04,0.24,30,44,7.4,36,28,0,7.1,7.62,6.58,2,0,0,40
705,863,1,2015,11,68,0.09,0.13,0.0,0.02,0.24,43,66,7.3,520,75,3,7.82,7.8,7.83,2,0,0,62
706,484,1,2010,8,80,0.0,0.19,0.0,0.05,0.24,44,40,8.1,1472,7,2,8.07,8.42,7.71,2,0,0,36
707,246,0,2015,7,57,0.09,0.01,0.13,0.01,0.24,40,44,7.9,49,340,1,8.09,8.4,7.77,2,0,0,40
708,932,2,2011,0,3,0.14,0.07,0.0,0.03,0.24,13,33,4.8,37,326,3,6.4,7.06,5.74,2,0,0,29
709,344,2,2007,0,27,0.18,0.03,0.0,0.03,0.24,30,35,6.6,25,106,1,7.11,7.47,6.74,2,0,0,31
710,824,2,2012,1,29,0.05,0.14,0.0,0.04,0.24,28,16,7.4,34,142,2,7.61,8.03,7.18,2,0,0,12
711,309,2,2012,7,29,0.1,0.1,0.0,0.03,0.24,16,14,5.5,81,83,2,6.69,7.36,6.03,2,0,0,10
712,27,2,2010,7,83,0.08,0.01,0.13,0.01,0.24,24,27,5.4,101,163,2,7.26,7.53,6.98,2,0,0,23
713,77,2,2012,9,42,0.1,0.08,0.02,0.03,0.23,36,27,8.4,18,150,3,8.21,8.94,7.49,2,0,0,23
714,143,1,2011,7,73,0.16,0.06,0.0,0.02,0.23,35,27,6.8,243,415,3,7.51,7.87,7.16,2,0,0,23
715,519,3,2014,10,27,0.16,0.04,0.0,0.04,0.23,22,24,5.6,86,110,0,7.07,7.84,6.29,2,0,0,20
716,225,2,2013,0,83,0.0,0.0,0.23,0.0,0.23,27,35,7.5,25,262,3,7.91,9.48,6.35,2,0,0,31
717,785,2,2008,8,68,0.14,0.07,0.0,0.03,0.23,35,42,6.5,15,43,2,7.13,6.93,7.33,2,0,0,38
718,934,1,2016,11,81,0.09,0.12,0.0,0.02,0.23,51,104,7.1,1221,136,3,8.59,8.49,8.7,2,0,1,93
719,139,2,2008,7,57,0.14,0.02,0.05,0.02,0.23,15,32,7.2,82,73,3,6.45,7.22,5.67,2,0,0,28
720,321,2,2012,10,27,0.09,0.1,0.0,0.04,0.23,36,36,5.2,17,110,0,7.2,7.39,7.0,2,0,0,32
721,907,0,2011,2,80,0.15,0.06,0.0,0.02,0.23,34,12,7.4,7,355,3,7.39,7.94,6.83,2,0,0,8
722,869,3,2015,0,3,0.1,0.09,0.0,0.04,0.23,40,50,7.5,160,275,3,8.11,8.66,7.56,2,0,0,46
723,656,2,2011,7,47,0.14,0.0,0.07,0.02,0.23,18,12,7.9,44,242,1,7.6,8.44,6.75,2,0,0,8
724,725,1,2012,8,81,0.11,0.09,0.0,0.02,0.23,39,16,8.2,1237,421,2,8.38,9.23,7.53,2,0,0,12
725,384,2,2013,0,22,0.12,0.03,0.05,0.03,0.23,27,39,7.9,215,159,2,7.38,8.09,6.66,2,0,0,35
726,644,1,2012,7,22,0.0,0.19,0.0,0.03,0.22,32,51,5.6,751,273,2,7.4,7.78,7.03,2,0,0,47
727,726,2,2011,0,3,0.13,0.07,0.0,0.03,0.22,21,43,7.2,29,36,3,7.13,7.71,6.54,2,0,0,39
728,637,3,2015,6,53,0.04,0.13,0.03,0.03,0.22,29,30,7.0,47,230,0,7.49,8.35,6.64,2,0,0,26
729,729,0,2012,1,56,0.13,0.02,0.06,0.01,0.22,17,35,6.1,28,367,3,6.58,7.69,5.47,2,0,0,31
730,686,0,2011,4,68,0.14,0.07,0.0,0.02,0.22,32,33,7.3,33,160,3,7.91,8.66,7.17,2,0,0,29
731,644,2,2012,7,22,0.04,0.13,0.01,0.04,0.22,10,13,5.2,37,273,2,6.47,6.85,6.09,2,0,0,9
732,404,1,2012,0,95,0.07,0.13,0.0,0.03,0.22,43,6,8.2,127,358,1,8.34,8.79,7.88,2,0,0,2
733,156,1,2011,0,22,0.12,0.07,0.0,0.03,0.22,43,24,6.8,1428,365,2,8.04,8.5,7.58,2,0,0,20
734,10,2,2008,1,90,0.12,0.0,0.08,0.01,0.22,26,12,6.2,34,301,1,7.17,7.74,6.61,2,0,0,8
735,21,3,2013,11,3,0.1,0.08,0.0,0.04,0.21,10,5,2.0,87,132,0,6.81,7.57,6.05,2,0,0,1
736,735,1,2004,8,43,0.07,0.13,0.0,0.02,0.21,35,19,3.5,1509,104,3,6.76,6.44,7.09,2,0,0,15
737,373,2,2012,1,72,0.04,0.13,0.0,0.04,0.21,55,78,8.8,1381,370,0,9.36,9.61,9.11,2,0,1,74
738,185,2,2013,7,57,0.09,0.0,0.1,0.02,0.21,37,37,8.1,61,254,3,8.32,9.02,7.63,2,0,0,33
739,42,1,2015,0,88,0.11,0.09,0.0,0.02,0.21,37,14,5.9,544,395,2,7.78,7.69,7.86,2,0,0,10
740,832,3,2014,1,84,0.1,0.07,0.0,0.04,0.21,46,6,8.4,259,368,2,8.57,9.53,7.61,2,0,0,2
741,353,0,2012,7,56,0.13,0.07,0.0,0.02,0.21,32,53,7.4,50,430,3,7.77,8.68,6.86,2,0,0,49
742,944,2,2011,4,80,0.11,0.07,0.0,0.03,0.21,37,50,7.1,34,52,1,7.89,8.37,7.42,2,0,0,46
743,168,1,2013,8,86,0.14,0.04,0.0,0.02,0.21,27,40,6.5,661,384,2,6.99,7.59,6.4,2,0,0,36
744,422,2,2013,8,15,0.07,0.05,0.06,0.02,0.21,24,30,5.5,102,335,3,7.13,8.06,6.19,2,0,0,26
745,20,2,2012,0,68,0.1,0.03,0.06,0.02,0.2,34,35,8.2,106,275,2,7.63,8.22,7.03,2,0,0,31
746,912,1,2011,8,80,0.09,0.09,0.0,0.03,0.2,37,34,7.4,596,297,2,8.14,9.05,7.22,2,0,0,30
747,240,2,2007,7,88,0.17,0.01,0.0,0.02,0.2,27,23,5.9,40,143,3,6.81,6.92,6.7,2,0,0,19
748,827,2,2013,7,57,0.07,0.02,0.1,0.02,0.2,16,44,7.5,80,254,3,7.09,8.09,6.09,2,0,0,40
749,128,0,2012,0,4,0.16,0.0,0.03,0.01,0.2,30,38,7.6,73,348,3,7.42,7.77,7.06,2,0,0,34
750,453,2,2011,10,81,0.15,0.03,0.0,0.02,0.2,35,13,6.3,9,409,0,7.38,7.79,6.98,2,0,0,9
751,263,1,2015,10,27,0.06,0.13,0.0,0.01,0.2,44,10,4.4,296,110,0,7.26,6.39,8.13,2,0,0,6
752,565,3,2016,7,57,0.07,0.04,0.07,0.02,0.2,50,49,8.2,178,403,3,9.01,9.3,8.73,2,0,1,45
753,879,1,2011,7,90,0.09,0.09,0.0,0.02,0.2,39,31,6.5,315,293,2,6.69,5.89,7.49,2,0,0,27
754,805,2,2013,7,57,0.05,0.02,0.12,0.01,0.2,49,12,7.7,128,133,3,8.3,8.96,7.65,2,0,1,8
755,127,2,2007,8,17,0.17,0.01,0.0,0.02,0.2,23,34,7.1,52,227,2,7.09,7.35,6.83,2,0,0,30
756,773,0,2012,2,56,0.06,0.07,0.05,0.01,0.2,27,42,5.9,39,20,3,7.66,8.7,6.62,2,0,0,38
757,218,1,2015,0,95,0.12,0.06,0.0,0.02,0.2,38,40,7.9,1295,365,2,8.42,9.39,7.46,2,0,0,36
758,233,2,2011,8,20,0.06,0.04,0.08,0.02,0.2,26,28,7.0,24,406,3,7.25,8.18,6.31,2,0,0,24
759,11,2,2009,0,10,0.12,0.05,0.0,0.03,0.2,28,52,6.1,27,236,2,6.99,7.34,6.65,2,0,0,48
760,584,2,2011,11,65,0.18,0.0,0.0,0.02,0.2,48,8,7.9,60,278,1,8.66,9.43,7.9,2,0,1,4
761,28,2,2011,2,61,0.04,0.04,0.1,0.02,0.2,36,10,7.5,27,130,3,8.28,9.3,7.25,2,0,0,6
762,29,2,2006,9,2,0.09,0.0,0.09,0.01,0.2,28,36,6.8,25,143,3,7.11,7.2,7.02,2,0,0,32
763,120,2,2014,0,42,0.03,0.12,0.02,0.03,0.2,26,55,7.8,528,226,2,7.83,8.8,6.85,2,0,0,51
764,454,2,2012,10,81,0.18,0.0,0.0,0.02,0.19,31,8,4.4,5,409,0,7.23,7.83,6.63,2,0,0,4
765,563,2,2010,0,42,0.1,0.04,0.04,0.02,0.19,35,38,7.3,38,135,2,7.46,7.69,7.22,2,0,0,34
766,116,2,2011,0,68,0.1,0.06,0.0,0.03,0.19,24,34,7.3,40,245,3,6.88,7.85,5.91,2,0,0,30
767,551,0,2011,0,27,0.09,0.09,0.0,0.02,0.19,28,9,6.0,26,137,1,7.46,8.74,6.19,2,0,0,5
768,760,1,2010,11,76,0.0,0.15,0.0,0.04,0.19,40,54,6.2,803,155,1,7.89,8.43,7.36,2,0,0,50
769,222,3,2014,0,83,0.06,0.07,0.03,0.03,0.19,26,30,7.5,42,262,3,7.49,8.55,6.42,2,0,0,26
770,724,1,2014,7,88,0.07,0.1,0.0,0.01,0.19,48,48,8.6,1739,261,2,9.01,9.62,8.41,2,0,1,44
771,507,1,2010,0,81,0.18,0.0,0.0,0.01,0.19,45,6,8.6,37,409,0,8.15,8.12,8.18,2,0,0,2
772,3,2,2009,8,80,0.1,0.06,0.01,0.03,0.19,35,37,7.2,57,353,2,7.05,6.94,7.15,2,0,0,33
773,485,1,2013,0,22,0.06,0.11,0.0,0.02,0.19,45,71,8.6,2654,7,2,8.12,8.24,8.0,2,0,0,67
774,248,1,2015,8,81,0.08,0.1,0.0,0.02,0.19,40,39,4.3,969,387,2,6.99,6.3,7.67,2,0,0,35
775,137,2,2008,8,26,0.05,0.1,0.0,0.03,0.19,14,28,3.1,25,274,2,6.12,6.3,5.94,2,0,0,24
776,255,1,2011,6,17,0.0,0.15,0.0,0.04,0.19,46,10,7.2,83,70,0,7.6,7.32,7.88,2,0,0,6
777,452,2,2010,10,81,0.17,0.0,0.0,0.01,0.19,37,19,5.3,4,409,0,7.79,8.24,7.34,2,0,0,15
778,668,1,2013,0,22,0.11,0.06,0.0,0.02,0.19,49,45,7.4,1543,411,2,8.62,9.06,8.19,2,0,1,41
779,916,2,2011,0,83,0.06,0.04,0.07,0.02,0.19,7,22,7.0,24,366,2,6.78,8.11,5.44,2,0,0,18
780,762,3,2016,7,55,0.06,0.02,0.1,0.02,0.19,32,32,7.7,52,34,3,8.0,9.07,6.93,2,0,0,28
781,813,1,2011,0,95,0.05,0.11,0.0,0.03,0.19,29,21,7.1,289,332,2,7.35,7.72,6.98,2,0,0,17
782,274,2,2013,7,57,0.05,0.03,0.09,0.02,0.19,28,31,7.4,50,73,3,7.48,8.43,6.53,2,0,0,27
783,211,1,2011,6,88,0.05,0.1,0.0,0.03,0.18,43,11,7.0,332,396,3,7.63,7.6,7.66,2,0,0,7
784,48,2,2014,7,83,0.06,0.02,0.08,0.02,0.18,39,26,7.7,44,163,1,7.8,8.3,7.29,2,0,0,22
785,114,1,2008,8,3,0.02,0.14,0.0,0.03,0.18,46,36,7.5,721,380,2,8.63,9.2,8.07,2,0,0,32
786,666,3,2015,2,55,0.0,0.12,0.04,0.02,0.18,22,30,7.8,45,95,3,7.62,9.33,5.91,2,0,0,26
787,268,1,2010,10,27,0.0,0.14,0.0,0.04,0.18,46,16,7.7,102,110,0,7.61,7.63,7.6,2,0,0,12
788,88,1,2009,8,81,0.01,0.14,0.0,0.03,0.18,44,37,7.8,1363,156,2,8.56,9.13,8.0,2,0,0,33
789,94,1,2011,8,12,0.06,0.09,0.0,0.03,0.18,33,38,6.0,547,342,3,6.63,6.19,7.07,2,0,0,34
790,874,2,2009,7,57,0.07,0.05,0.03,0.02,0.18,25,25,7.2,28,164,3,6.98,7.48,6.48,2,0,0,21
791,680,3,2015,0,47,0.08,0.0,0.08,0.02,0.18,30,25,8.0,96,218,2,8.16,9.29,7.03,2,0,0,21
792,940,2,2011,3,80,0.16,0.0,0.0,0.01,0.18,45,11,7.3,18,194,3,8.1,8.32,7.88,2,0,0,7
793,360,2,2010,0,3,0.12,0.03,0.0,0.02,0.18,14,18,7.0,6,125,1,6.84,7.77,5.92,2,0,0,14
794,520,3,2015,10,27,0.1,0.04,0.0,0.03,0.18,22,27,6.1,70,110,0,7.19,8.23,6.15,2,0,0,23
795,149,1,2014,7,55,0.08,0.08,0.0,0.01,0.17,54,36,7.1,2318,143,3,8.72,8.76,8.68,2,0,1,32
796,456,2,2009,10,75,0.16,0.0,0.0,0.01,0.17,24,19,4.0,6,6,0,7.0,7.5,6.5,2,0,0,15
797,216,1,2011,7,76,0.08,0.08,0.0,0.02,0.17,35,37,4.7,399,261,3,6.56,6.09,7.04,2,0,0,33
798,848,1,2012,8,88,0.05,0.1,0.0,0.02,0.17,34,13,4.9,368,394,2,6.94,6.61,7.28,2,0,0,9
799,588,2,2011,4,70,0.08,0.06,0.0,0.03,0.17,16,39,6.1,16,248,1,6.77,8.08,5.46,2,0,0,35
800,783,2,2008,0,23,0.14,0.01,0.0,0.02,0.17,19,16,5.6,8,378,3,6.98,7.3,6.65,2,0,0,12
801,273,2,2008,2,27,0.13,0.02,0.0,0.02,0.17,16,37,3.8,20,101,3,6.14,6.85,5.43,2,0,0,33
802,736,1,2005,8,43,0.02,0.13,0.0,0.02,0.17,41,23,8.8,431,269,3,7.63,8.49,6.77,2,0,0,19
803,79,3,2015,0,83,0.08,0.04,0.03,0.02,0.17,21,33,6.5,21,262,3,7.27,8.42,6.12,2,0,0,29
804,399,1,2013,0,95,0.04,0.12,0.0,0.01,0.17,41,7,8.1,124,358,1,8.45,9.12,7.78,2,0,0,3
805,276,2,2009,0,64,0.11,0.03,0.0,0.02,0.17,16,34,6.0,22,276,2,6.37,7.0,5.74,2,0,0,30
806,840,2,2012,7,57,0.06,0.03,0.06,0.02,0.17,5,40,5.0,78,179,3,6.36,7.83,4.9,2,0,0,36
807,787,2,2011,0,21,0.07,0.06,0.01,0.03,0.17,8,17,5.0,26,205,2,6.45,7.77,5.14,2,0,0,13
808,640,2,2012,6,55,0.05,0.09,0.0,0.03,0.17,35,20,6.0,29,55,3,7.2,7.19,7.21,2,0,0,16
809,330,2,2011,0,95,0.09,0.05,0.0,0.02,0.17,24,12,6.7,17,98,3,7.08,7.62,6.54,2,0,0,8
810,5,0,2015,7,68,0.04,0.0,0.12,0.0,0.17,40,26,8.2,38,322,3,8.37,9.24,7.5,2,0,0,22
811,688,1,2005,11,81,0.02,0.12,0.0,0.03,0.16,57,50,8.3,909,136,1,8.76,8.89,8.63,2,0,1,46
812,255,0,2011,6,17,0.07,0.08,0.0,0.02,0.16,22,15,6.8,13,70,0,7.28,8.23,6.33,2,0,0,11
813,304,2,2008,8,43,0.11,0.04,0.0,0.02,0.16,25,40,5.8,18,88,3,6.43,6.61,6.25,2,0,0,36
814,799,2,2009,2,37,0.11,0.01,0.03,0.01,0.16,20,48,5.3,46,317,3,6.31,6.47,6.16,2,0,0,44
815,786,1,2014,6,88,0.0,0.15,0.0,0.01,0.16,34,12,6.4,463,397,3,6.86,6.71,7.01,2,0,0,8
816,841,2,2007,8,93,0.14,0.0,0.0,0.01,0.16,33,16,6.3,27,318,2,6.93,7.08,6.78,2,0,0,12
817,508,1,2011,10,81,0.09,0.05,0.0,0.02,0.16,49,5,7.1,66,409,0,8.08,7.92,8.23,2,0,1,1
818,98,1,2011,8,27,0.07,0.07,0.0,0.02,0.16,45,34,7.7,768,124,2,7.82,7.65,7.99,2,0,0,30
819,609,3,2013,4,79,0.06,0.07,0.0,0.03,0.16,3,8,2.9,52,354,1,6.73,7.91,5.55,2,0,0,4
820,26,2,2014,7,83,0.05,0.03,0.06,0.02,0.16,30,23,7.8,49,163,3,7.58,8.37,6.78,2,0,0,19
